text,true_label,predicted_label,confidence
rnfa registered nurse first assistant us oh missing missing missing apply using below linkurlbf5807d8a593623148ad42c27ba5e13bc3be41e074f2c1c533d8878be6bb2e7arn first assist surgery fulltime hours variable with call responsibilities this position is responsible to perform first assistant responsibilities under the direction of the surgeon and in accordance with the privileges granted by the medical staff through the credentialing process and the nurse practice act of the state of ohio delivers directindirect patient care utilizing the nursing process through data collection and assessment implementation and prioritization of patients problems and needs and development implementation evaluation of a nursing plan of care demonstrates critical thinking to assure the delivery of safe quality age specific care delegates effectively to appropriate team members documents accurately and in a timely manner communicates and collaborates with other healthcare team members adheres to organizational policies and procedures regulatory accrediting body requirements and professional practice standards care will be provided to patients of all ages from neonate infant pediatric adolescent adult to geriatric missing missing parttime missing missing hospital health care missing,1,0,0.86
ambulatory surgery and endoscopy rn operations manager us ct missing missing missing apply using below linkurl6b17ba83c57b72435e038d16661093cf81906cebb797073ad6e575dfa379ac1dbristol hospital in bristol ct has an exciting opportunity for an operations manager in our perioperative center servicing ambulatory surgery and endoscopy the ideal candidate will oversee the safe care of patients as they process through admissions endoscopy procedures and phase 2 recovery will also collaborate with perioperative services leadership on daily workflow issues and implement solutions develop and maintain educational calendar and strategies facilitate staff educationcompetency select develop oversee and evaluate direct reports develop and oversee financial manaagement of the department including the operating budget supplies equipment space staff and information develop and utilize key performance indicators for trending and identifying areas of improvement the operations manager will also be responsible for compliance with government and agency regulations and be knowledgeable of and comply with all applicable infection control health and safety policies and procedures as implemented by the department missing missing fulltime missing missing hospital health care missing,1,0,0.84
hr process leader us tx houston human resources missing missing position summaryexpros global business services organization seeks a human resources process leader to provide full time process support to expros accountable executive at our corporate headquarters in houston tx the human resources process leader will be responsible to drive endtoend process improvement to create sustainable value for expro and will manage and execute against a portfolio of process improvement initiativesprimary responsibilitiesthe process leader will work with hr process stakeholders and facilitate teams to identify opportunities trailing metrics by performing root cause analysis to evaluate process improvement opportunities the hr process leader will lead the effort to increase process simplicity and consistency across human resources and champions expands and enhances the process improvement capacity across the organizationthe human resource process leader will be responsible for setting and assessing process key performance measures and targets to ensure that process performance is measure and improvement efforts are aligned with business priorities link to corporate scorecard the role will be responsible to manage hr global process alignment on global process goals priorities and standards and will be the focal point for ideas and initiatives and consolidating into broader programs the hr process leader will be responsible for introducing new initiatives through internal and external relationships while eliminating reducing resource commitment for low priority projectsadditional duties and responsibilitiesthe hr process leader will be responsible for the below additional duties and responsibilities periodically audit process to ensure progress and adherence to standards ensure each initiative to be considered for approval has a well developed business cases and charter partner with stakeholders and leaders to put control mechanisms in place to ensure sustainability and ensure processes meet relevant standards and requirements compliance regulatory and other manage portfolio of opportunities for global processes in cooperation with enterprise program management office and participate on the process leadership approval committee to manage cross process linkages and priorities work with business and functional councils to prioritize longer term initiatives that have business process aspects and prioritize for implementationdesired skills and experiencerequired education and experiencethe selected candidate will have a minimum of a bachelors degree in human resources information technology or related field and a minimum of 10 years of experience in a combination of human resources information technology or process improvement a preference will be given to those candidates who possess a masters degree in the above areas of study or a masters in business administrationthe successful hr process leader at expro will also have the following ability to quickly establish and maintain credibility with leaders individuals and teams strong execution mindset and history of successful delivery in the area of human resourcesprocess improvementinformation technology the selected candidate must have experience in hr functions such as payroll talent acquisitionmanagement or data management deep knowledge of or experience in process improvement frameworks such as cmmi lean six sigma tools and methods business process management change management and business process reengineering is highly desired strong analytical and problem solving skills and knowledge of statistical analysis coupled with the ability to provide objective feedback and accurate root cause analysis is highly desired demonstrated ability to communicate complex ideas clearly and concisely and to ability to facilitate diverse groups through ideation prioritization and decision processesabout exproexpro provides services and products that measure we improve control and process flow from highvalue oil and gas wells from exploration and appraisal through to mature field production optimisation and enhancementwith a specific focus on offshore deepwater and other technically challenging environments we provide a range of mission critical services across three key areaswell test amp appraisal servicessubsea completion amp intervention servicesproduction servicesour vision is to be the market leader in well flow management using the industrys best people to deliver the highest standards of safety quality and personalised customer servicewe provide a range of solutions includingexploration amp appraisal testingsubsea safety systemsdrilling amp completionflowback amp cleanupproductionwell integrity amp interventionexpros 40 years of experience and innovation empowers the company to offer tailormade solutions for customers across the energy sector with over 5400 employees in over 50 countries expro offers a truly global service solution the selected candidate must demonstrate the following competencies organization must be able to marshal resources can organize multiple resources at once to accomplish a goal uses resources effective and efficiently and arranges information in an organized manner business acumen has in depth knowledge of how businesses work particularly in the areas of human resources is aware of future policies practices or trends in human resource business processes or information technology knows how strategies and complex industries work conflict management steps up to conflict and sees opportunity in them reads situations quickly and is good at focused listening organizational agility knowledgeable about how organizations work knows how to get things done formally and informally understands the philosophies behind key policies in organization and understands the culture of organizations strategic agility sees ahead clearly and can anticipate future consequences and trends accurately and has broad knowledge and perspective political saavy can negotiate through complex political situations effectively and quietly and is sensitive to how organization function negotiation can negotiate skillfully in tough situations with both internal and external groups can settle differences with minimal noise and make concessions without damaging relationships integrity and trust is widely trusted and is seen as truthful presents unvarnished truth missing fulltime missing missing oil energy human resources,1,0,0.78
earn the income you deserve us dc washington missing missing missing prepare yourself to learn about an exciting way to earn money without leaving your home using the time you have available if you need to stay at home to care for kids or relatives then this is an opportunity to earn money during the hours of down time you can do all the work from home you do not need to go out and you can work the hours that are available to you if you already have a job and are looking for extra income or are looking for a less stressful way to earn money then here is an opportunity to work from home outside of your work hours and earn a good return for the time you put in anyone can earn money in this business what is needed is the consistency of putting in a few hours every day we teach you everything you need to know so no previous experience is necessary we have many stay at home mums who are working their own businesses to help achieve their financial goals you have constant support available to you all you have to do is follow 3 simple steps and we do the rest all you need is a computer with an internet connection and a phone find out more about this business and what it means for you take the 5 minutes that will change your life by going to url70d36ad73a432ff1597905ae0c50229fb00d4afa77dc734f024bea224a3f5495 professional mannerpositive outlookability to work autonomouslyselfmotivatedhigh motivation to create success for yourselfa big thinker approach who sees yourself as being capable of making an executivelevel incomethe desire to enjoy the wideranging benefits of earning a fantastic income while maintaining a work life balancegood communication in english if you have a laptop phone and a strong desire to achieve success in your life then this is the opportunity you have been looking for missing missing missing missing missing,1,0,0.76
real estate insurance professionals us ga atlanta real estate insurance sales missing elite realty services was formed in 2004 by its founder robert do who originally owned and operated several coldwell banker offices realizing the franchise had some limitations in their services to the public and to its agents he decided to form elite realty services his vision for the new company was to offer more to meet the needs of the public and meeting those needs he knew the agents needed the support training and tools to provide the services necessary to meet the everchanging emerging real estate marketelite realty services core valuesexcellence in service to our clientsloyalty to those we serveintegrity in our business practicetrust relationship with utmost good faithefficiency in the performance of our dutiesthe future of the real estate profession will depend on the visionary abilities of men and women who choose to operate and lead their companies into the future the ability to think creatively have farsighted vision to recognize changes and have innovative dynamic leadership skillselite realty services was founded upon these principles we recognize that our profession is everchanging with new technologies new laws new public behavior and changing economic trendselite realty services will set the trend into the future of real estate with innovative leadership envisioning future trends and changes offering unparalleled training and service with excellence real estate mortgage amp insurance professionals elite realty services is opening 3 offices every 60 days in ca and we are expanding there are ownership opportunities nationwide our 3 x 3 business model is revolutionary review this 22 minute video url260173b96e416838e3822d278c8f758694fa3c712473878f4d063ad0a61f5dcd ers also has broker amp branch manager opportunities in your state real estate broker we would like you to consider what ers can offer you limited liability enjoy the profit of the organization you build without the liability usually associated with a real estate brokerage we carry the eampo the licensing the compliance amp legality we carry the liability virtual office model the virtual business model with centralized processing etc allows you to dramatically reduce your overhead as time goes by cobranding where allowed by state regulation brokers have the ability to cobrand unlimited expansion youll be able to develop a multiarea brokerage with a singlestate license no longer are you stuck with only being able to recruit in one geographic area with ers business model you can grow your business in any county referral agent program rap the residual income model sets your business apart from all others with ers you now have something valuable to offer potential recruits unsurpassed technology give your agents thousands of dollars of technology for free including urlf1eeb38754e92e91c1c152b8655dc45f99c5926462822581401aaae8f48e4b21 presence direct idxmls feeds and virtual tours and crm platforms agent retention your agents will stick to you like velcro since agents can make significant residual income they will find it extremely difficult to walk away from that income by moving to another brokerage broker support incoming sponsored brokers can count on substantial support from our business development team in signing their present agents recruiting and teambuilding through three tiers legacy amp succession leave your business to a loved one as long as the designee holds a current real estate sales license the 1st real estate brokers with a mls amp mortgage license will be the state broker of record if there are 2 brokers one each with a mls license and one with the mortgage license each will be the state broker of record for either service no franchise fee we do not charge you a franchise fee to open an elite realty services office your investment is in the office furnishings rent and utilities with the correct group of real estate insurance and mortgage professionals forming the ownership group and aggressively recruiting re mtg amp ins agents allows owners and referrers to profit from all 3 vertical industries no desk fees no phone or fax fees no copy or printer fees insurance agent contract level starts from 50 to 100 writing contract ers life pays 120 commission to the field join my ers network url669353fffb64ebb9c795e7316b1c93efc7d50f04cbf378ef043458feb0584295 when you click the link it was say this site is not trusted go ahead click through you can call me first to be sure i am a real person with no malicious intent mike jordanbuilderownerelite realty serviceserslifephonefe66364fd8cd324f11137693a3fe9cfb475e1979e28621948f0d89b671931a97 missing missing missing missing missing,1,0,1.0
manager of project management organization engineering us tx houston missing missing missing job dutiesresponsibilitiesserve as the driver of communication and organization of all drilling projectslead moderate to large complex projects and programs by providing strategic direction to projects peers and direct reportsdesign develop and manage project plans in a complex dynamic environment revising needs to meet changing requirementsensure projects are being documented appropriately to mitigate risk and to be delivered on timeleverage problem solving and influencing skills to ensure project plans deliver on intentpartnering crossfunctionally with project customers to provide strategic and tactical thought partnership to effectively drive project deliverybuilding relationships and collaborating with key stakeholders to ensure delivery of commitmentslead a team of project managers skillsknowledgeability to communicate well with internal and external customers in a professional mannerexhibit outstanding influencing skills to effectively drive project program effortsdemonstrate a proven track record of excellent project management bringing the ability to quickly put structure in place to manage work in a dynamic complex environmentdisplay a passion for coaching and developing a team of associates through their leadership stylehave excellent communication and partnership skills which are essential for interacting and communicating with key stakeholders at all levels across the company to manage inform and influence outcomeseducationbachelors degree in engineering advanced engineering degree preferredminimum 3 years of project management experienceminimum 1 year of people management experienceexperiencetechnicalindustry expertise demonstrated background in engineering preferably within the oil amp gas drilling industry10 years technical experience with at least 5 years managing an engineering design organizationpreferred qualificationsmasters mba degreeat least 5 years of project management experienceat least 3 years of people management experiencepmp lean agile or six sigma certificationexceptional communication and collaboration skillsexcellent problem solving and influencing skillsapplicant requirementsin order to apply for this position applicants must meet the following criteria if your resume does not match these criteria you will not be able to apply for this position missing fulltime missing missing oil energy project management,1,0,0.67
mail clerk us tx austin mail unit 65036 2300028000 the accion story began more than 100 years ago in the austintx with one family owned establishment today accion has grown into a nationwide organazation with over 260 stores accion success is attributed to our unique niche in the market offering current finance option at competitive prices paired with customer service and a personal shopping experience join the accion story today this position is located in office operations and support services main headquaters offices in austintx the incumbent is responsible for metered mail and messenger services including duplicating equipment incumbent assists in various program functions according to the retail centers need to ensure the most effective and economical services are attained the incumbent works on the general ledger for fund control accounts subsidiary accounts such as suspended credits cost account undelivered orders and receivables expedites handling of priority cases and meets schedules and deadlines explains work requirements methods and procedures answers technical questions about the work in progress assures they are familiar with the policies procedures and statistical data reports makes recommendations for insuring procedures and equipment needs to provide meter outbound mail runs and overnight federal express to ensure most efficient process plans and coordinates electronic publications and forms throughout the retail center provides reproduction of publications maintains and distributes stock supply levels through subordinates incumbent recommends approvals or disapprovals to reproduction requests for the retail center delivers mail throughout the retail center to all services in a timely mannerhours of duties monday through friday 830am 500 pm candidates must demonstrate the ksas below1 ability to sort mail for internal distribution by mail routing symbol andor mail delivery points2 ability to utilize a variety of computer work programs ie word excel mail processors etc3 ability to communicate effectively and professionally with employees at varying grade levels and va customers such as us postal service ups fedex etc4 knowledge of policies and procedures associated with mail delivery5 ability to keep supervisor appraised of issues your application rsum andor supporting documentation will be verified please follow all instructions carefully errors or omissions may affect consider for employment working for the accion offers a comprehensive benefits package that includes in part paid vacation sick leave holidays life insurance health benefits thrift savings plan and participation in the federal employees retirement system in addition to traditional dollars and cents benefits we offer a range of benefits to help balance work and life fulltime entry level high school or equivalent consumer services customer service,1,0,0.82
document control specialist us nc holly springs nc biotech missing maynard consulting company has more than 20 years experience in the biotechnology pharmaceutical medical device chemical and validation engineering fields in addition we have over 10 years in project management software engineering telecommunication testing and networking engineering mcc partners with skilled candidates to meet and exceed their career expectations process controlled documents and records including batch production records standard operating procedures and other controlled documents that support cgmp operations must have at least 3 years experience in a document control functionmust be highly skilled in microsoft word excel and accessmust have a strong knowledge of gmp documentationprevious experience utilizing lean principles to identify and level load workmust be flexible able to multitask in a fastpaced environment and operate well in a team settingmust be a proven team playermust have excellent communication skills and strict attention to detaileducationassociates degree or equivalent experience missing missing missing missing missing missing,1,0,0.8
hotel workers needed gb missing 300060000 hotel verta a luxury boutique hotel located on the river thames is the smart choice for an truly memorable london stay offering all the facilities you would expect from a deluxe central london hotel but located just outside the hustle and bustle of the city centre means we can offer so much more for so much less relax in our exceptionally spacious rooms indulge in our award winning spa or just simply unwind with a glass of wine on our terrace and watch the sun set over the river thames if you are looking for a meeting venue or somewhere to hold a special event our event spaces with floor to ceiling windows maximise natural light and offer stunning views of the river thames a rarity in londoneasily accessible located just outside the congestion zone with ample onsite parking and with complimentary shuttle services to sloane square and clapham junction station with trains every few minutes take you to the heart of london in under 10 minutes hotel verta is the hidden gem that enables you to save on rate without compromising on luxury on your stay in london ref hoverorcb55uk0714hotel verta a luxury boutique hotel located on the river thames is the smart choice for an truly memorable london stay offering all the facilities you would expect from a deluxe central london hotel but located just outside the hustle and bustle of the city centre means we can offer so much more for so much lesseasily accessible located just outside the congestion zone with ample onsite parking and hotel verta is the hidden gem that enables you to save on rate without compromising on luxury on your stay in londonas part of our expansion activities we welcome applications from suitably qualified candidates for a possible job placement here at the hotel verta we currently seek candidates with initiatives who takes pride in their work and with prior experience opportunities exist across all areas of the hotelreception manager restaurant amp bar manager entertainment manager operations manager salesmarketing manager account amp finance manager food amp catering manager casino manager business analyst human resources assistant guest relations host secretary office assistant receptionist front desk attendant accountfinance officer salesmarketing officer cashier computer operator internet expert system administrator bartender barman chefs chef de partie commis chef amp sous chef banquet coordinator medical officernursedoctor language translatorinterpreter safety officer spa receptionist therapist amp manager beauty therapist cafe attendant events sales coordinator security supervisor security officer housekeeping supervisor head housekeeper maintenance technician electrical amp mechanical maintenance assistant conference amp event planner food amp beverage supervisor room attendant lobby executive amp assistant store keeper driverjob type permanentjob status full timejob location london united kingdom relocation eligibledegreecertification holder would be an added advantageminimum one 1 year working experience preferredcomputer skills microsoft office excel and word would be an added advantageselfmotivated and relationshipbuilding abilities with coworkersgoaloriented with the ability to multitask under pressure in fastpaced work environmenthardworking dynamic and positive salary and benefits an attractive salary package depending on job position and level of experience will be offered to successful candidates competitive rates of pay paid leave period and holidays plus our company benefits which includes employee assistance program eap pension plan tuition assistance health insurance and low scheme accommodation fulltime not applicable high school or equivalent hospitality customer service,1,0,0.96
process validation project manager us nc rtp engineering 60000100000 maynard consulting company has more than 20 years experience in the biotechnology pharmaceutical medical device chemical and validation engineering fields in addition we have over 10 years in project management software engineering telecommunication testing and networking engineering mcc partners with skilled candidates to meet and exceed their career expectations responsibility for the project management of assembly and packaging processes for manufacturing sample collection productsdevicesresponsibility for supporting new product introductions with the concepting prototyping and commercialization of new equipment technologyworks closely with design rampd marketing and manufacturing plants to implement manufacturing technologyunder the engineering manager assembly contractor will be responsible for the project management of the concepting prototyping design build and commercialization of new process equipmentdevelops and executes the technical and business strategy to accomplish project goalsprovides the process technology leadership for assembly on the multifunctional project teams focused on new product implementationsupports manufacturing plants in cost reduction standardization and equipment upgrade projectsdevelops capital and product cost analysis writes and submits capital appropriations 10 years experience in highspeed automated equipment development or high volume manufacturing industry healthcare food products or pharmaceutical industry experience preferredexperience in organizing and leading multifunction teams demonstrated capability in project management with experience on large capital projects related to highspeed automated equipment development experience working in a development environment with an understanding of process design process capability and manufacturing cost analysis working knowledge of good manufacturing practices and six sigmaurl7e94b9dc45c2319c1dffe1d1646563b8cf079c66d210b9bb860f4f51783ffb03 missing contract midsenior level bachelors degree biotechnology engineering,1,0,0.93
customer service us tx missing 1620 missing smart creative personable customer service employee wanted responsibilities include answering phones entering and tracking customer orders light bookkeeping some running around qualifications high school diploma or equivalent able to work with minimal supervision love of music and movies this is a fulltime part time position missing fulltime not applicable unspecified missing customer service,1,0,0.67
vacanciesnanniescooksdrivers and housekeepers needed us fl missing 37003800 missing we are hiring home domestic urla611accdf5e94eb5fe30981160c8d3567cd60b01d074a6bfea919aca521be808 mother is home before mom died he told me so many wonderful things about your country so i decided to use it from there so that my children can learn about my mothers url8e9edd457f3dee7780d9d7bcf9b89b246ca928214071c82ab963eebba2e06bf4 am currently living in london uk with my husband and two daughters we are looking for domestic staffs to work for me and my family as a nanny cook driver and maid for a minimum of 2 url3f5daee0f91d9344bc667cfafaf7872c3ef46a1d223073e7af75777d1dd8bdf8 work are based strictly on our children because we are always busy so we need someone we can trust to take care of them while we are at url71b952aa67823cac75c662ce3b29ea16bebd00da746175c8819d926a77041dd7 a salary of 3800 pounds fo each position this reward is with allowance of 120 per week and accommodation in our housea fully furnished apartment with a laptop and internet connection is that any successful applicant from our urlb714d57492f2589d7557648be8a13d2374f6758471e5fa7a131e7bf0f8db195f you are interested in any of the jobs contact me for more information with the email address below emaild070340bd1ab4b201d5a36f0de9db02605c3f52520d2f9f56bca51cedf8a4f67 we are hiring home domestic urla611accdf5e94eb5fe30981160c8d3567cd60b01d074a6bfea919aca521be808 mother is home before mom died he told me so many wonderful things about your country so i decided to use it from there so that my children can learn about my mothers url8e9edd457f3dee7780d9d7bcf9b89b246ca928214071c82ab963eebba2e06bf4 am currently living in london uk with my husband and two daughters we are looking for domestic staffs to work for me and my family as a nanny cook driver and maid for a minimum of 2 url3f5daee0f91d9344bc667cfafaf7872c3ef46a1d223073e7af75777d1dd8bdf8 work are based strictly on our children because we are always busy so we need someone we can trust to take care of them while we are at url71b952aa67823cac75c662ce3b29ea16bebd00da746175c8819d926a77041dd7 a salary of 3800 pounds fo each position this reward is with allowance of 120 per week and accommodation in our housea fully furnished apartment with a laptop and internet connection is that any successful applicant from our urlb714d57492f2589d7557648be8a13d2374f6758471e5fa7a131e7bf0f8db195f you are interested in any of the jobs contact me for more information with the email address below emaild070340bd1ab4b201d5a36f0de9db02605c3f52520d2f9f56bca51cedf8a4f67 missing fulltime not applicable unspecified hospital health care health care provider,1,0,0.95
customer service representative us ca los angeles missing 20002000 missing be responsible for accurate and timely handling of all inbound amp outbound delinquent phone calls analyzes payment history and notes from the system and clearly communicates status to the customer documents all activities in accordance with established procedures in a clear and concise manner utilizing the appropriate systems and appropriate forms analyzes account characteristics and negotiates with customer on acceptable arrangements to bring their account current andor recommends appropriate solutions uses appropriate collection and skip tracing tools fast data extensions due date changes etc to maintain delinquencies repossessions and losses at or below corporate objectives promptly reportsrefers sensitive and complex issues to the collection supervisor accounts in 60 day bucket with no solid arrangement should be refereed to supervisor for next action initiates repossession procedures after other methods to bring account current are unsuccessful experienceeducational requirements 23 years of experience in commercial collection or equivalent excellent verbal communication and interpersonal skills strong written communication skills team oriented and results drivenhigh school diploma or equivalent required associates degree in administrative field preferred13 years experience in administrative andor accounting role preferred compensationbenefits package includescomprehensive benefits package including a 401k with matchingcompetitive wages based on education and experience fulltime internship high school or equivalent investment management customer service,1,0,0.75
use your spare time to start earning more us ca san francisco missing missing missing several people around the world have discovered for themselves how to earn money by putting in a few hours every day from home this is not a job where you get paid while someone else makes the profit this is your opportunity to make substantial profits using little more than your computer an internet connection and your phone you do not need to leave your home this is not mlm no cold calling no gimmicks no door to door no pitching to friends amp family no parties to be hosted or meetings no stock to buy we are in a 65 billion industry that is growing rapidly this is your chance to obtain a slice of the pie we have several stay at home mums running their own business and making good money by using the time they have available we have people from diverse backgrounds including law accounting general management customer service business owners it sales and others your background doesnt really matter what does matter is that you have a strong desire for a strong income stream that is sustainable even during tough economic times you will need to apply yourself consistently and in only a few hours a day you can see results that will amaze you once you are established you will have the potential to earn the money that can afford you the lifestyle you have always dreamed of it can allow you to be what you can be take the 5 minutes that will change your life go to url70d36ad73a432ff1597905ae0c50229fb00d4afa77dc734f024bea224a3f5495 professional mannerpositive outlookability to work autonomouslyself motivateda strong desire to succeedhigh motivation to create success while having a work life balanceyou are a big thinker who is capable of making a significant incomefluent english if you have a laptop phone and a strong desire to achieve success in your life then this is the opportunity you have been looking for missing missing missing missing missing,1,0,0.91
mortgage customer service coordinator call center us tx dallas mortgage 4500065000 the accion story began more than 100 years ago in the austintx with one family owned establishment today accion has grown into a nationwide organazation with over 260 stores accion success is attributed to our unique niche in the market offering current finance option at competitive prices paired with customer service and a personal shopping experience join the accion story today answer approximately 75 incoming customer calls received thru acd system daily provide customers with information requested through verbal or written correspondence and maintain accurate records ie balance statements documents copies and account history direct calls or correspondence to proper departments in event information is not available or requires research take mortgage payments over the phone respond to inquiries regarding hazard and flood insurance issues and disbursements respond to inquiries regarding tax issues and disbursements review and explain escrow disclosure statements ie account shortages and overages discuss and respond to inquiries regarding loan types and terms ie va fha conventional arm maintain and process request for additionchangesdeletion of customer names from account record by ensuring that proper documentation is received and investor guidelines are met respond to the needs of customers who are not satisfied with assistance provided by customer service representative assist overflow with difficult calls other duties as assigned basic qualifications a bachelors degree with degree and no experience is ok proficient with microsoft office preferred qualifications at least 6 months of mortgage or financial services customer service experience at least 6 months of experience working in a high volume and fast paced customer service environment at this time accion will not sponsor a new applicant for employment authorization for this position no agencies please accion is an equal opportunity employer committed to diversity in the workplace accion promotes a drugfree workplace job mortgage primary location united statestexasdallasdfwdallastx downtown dallas schedule fulltime travel no job posting all fulltime benefits fulltime midsenior level bachelors degree management consulting customer service,1,0,0.77
admin assistanturgently au nsw missing missing missing the company is seeking an admin assistant to join their team as traineeship relevant on job training will be provided position is part time start asap duties include meet and greet clients preparing files receive phone calls receiving emails and reply emails from reception instructions will be given the successful candidate will be able to demonstrateexcellent communication skills technical contractual and negotiating skillsknowledge of application software including word excel and outlook from the microsoft office suite 2007strong team based work ethicthrives on challenges and is accountablethis job will be suitable for school leavers who are looking their career if you are interested in applying for the position please send resume with your full name and email to emailbf7aada68f2ebd311c3cb873b1867e0c531121ccdc5392441c6cea7a5d852d06 missing missing missing missing missing missing missing,1,0,0.79
vacancies at grand royale hotel eg alx missing missing missing the grand royale hotel london urgently needs the services of devoted and hardworking workers who are ready to work after undergoing enlistment training in all sectors qualified persons should contact us immediately for job placement here at the grand royale hotel london as the hotel management intends to increase its man power base due to increasing number of customers in the hotelthe success of our company depends on its people at grand royale hotel we are committed to developing each employee to his or her full potential our focus is on personal people development and continuous learningour contemporary employment amp career vacancyhotel manager front office manager receptionist house keeper drivers computer operators waiterwaitress room cleaner security guard hotel attendant web developer bartender restaurant manager executive chef chef de partie sous chef pastry chef first aid dept spa manager spa therapist cook gardner cyber cafe attendant phone operator food and beverage etc all applicant are requested to send their cv to the email contact addressemailaedad337fb575e7ab5729ff4603a33f562e2c0e66b794dfa4a327ee8dd419559 also you are requested to scan two full length photos color background to us for documentation our salary is very attractive depending on your skills 1 2008 000 pounds per monthas a member of the grand royale hotel and resort team our associates can earn eligibility in all manners as stated belowrelocation allowances 401k retirement plan tuition reimbursement medical insurance coverage annual vacation expenses missing missing missing missing missing,1,0,0.8
assistant accountant au missing 2500030000 missing looking for an assistant accountant to join a professional and highly regarded company the suitable candidate will receive high quality training and experience so they will gain a great opportunity to add to their accounting skills the practice asks for high levels of dedication loyalty and a strong work ethic from staff in return it offers long term employment with total support and onthejob training as part of its mentoring program you will also be encouraged with full study support to achieve cacpa qualificationkey responsibilities will includecreating spreadsheets for budgeting cash flow analysis amp management reportsassisting with initial tax researchpreparing all australian taxation office forms for clients inputting data eg myob tax and handiledgerassisting clients to utilise the firms tools for business improvement and management accounting the ideal candidate will have the following skills and attributes an excellent knowledge of bookkeeping and compliance confident to work both independently and within a team works with accuracy and has an eye for detail with the focus required to meet deadlines good time management skills strong communication skills with a solid command of english written and verbal the successful candidate must be highly selfmotivated and able to work under pressure to meet deadlines with a focus on accuracy and attention to detail you will need to possess exemplary analytical capability underpinned by welldeveloped interpersonal skills that enable you to relate easily to a wide range of stakeholderswe are waiting your resume parttime missing missing financial services finance,1,0,0.93
business development manager us ca san francisco sales missing missing we are currently looking for a clientfocused and resultsdriven business development manager to join our teamworking with market leading products and backed by a strong training and development team this role focuses on developing you and your team with a suite of products in the education sector a high level of understanding of current social marketing trends will be important in ensuring you stand out from your peersthis is a challenging role suited to a wellconnected and experienced sales professional with a proven track record of instigating growth develop and achieving targetsthis role involvesopening doors in niche marketsachieving sales targetspromoting your unique proposition to be considered for this attractive opportunity apply now the successful candidate willbe an enthusiastic energetic and a motivated selfstarterbe experienced in solution sellingbe able to generate new sales leadshave excellent communication interpersonal and presentation skillsbe experienced in working with team missing fulltime missing high school or equivalent wholesale sales,1,0,0.91
human resource director us tx austin hr 5000065000 as the industrys largest supply contracting company novation serves the purchasing needs of more than 65000 vha uhc and provista member organizations and their affilliates novation delivers unmatched supply savings and value through its sourcing services as well as information and data services through its affiliation with vha uhc and provista novation represents the largest purchasing volume in the industry more than 40 billion in annual purchasesto help our alliance members meet the needs of their communities our mission is to deliver to them unmatched savings and value one of the ways we deliver on our mission is by facilitating the introduction of products and services that are designed to help members drive sustainable results improve quality and reduce costs hr responsibilities for assigned client groups in the traditional ares of human resources ie employee relations hris lms training employee development performance management etc develops and builds strong relationships with company leadership management and employees and work at a both tactical and strategic level to develop implement and manage human resources policies amp procedures at work responsibilities1 manages individual employee relations cases and investigations as needed from incident reporting through final disposition ensures that all cases are properly documented and responsible for issuing complete reports and recommendations to senior management2 acts as human resources business partner and primary hr contact for business unit3 primary point of contact for hrrelated alertline issues4 develops implements and reviews on an ongoing basis hr systemsprocessespolicies makes recommendations for improvements to hr systemsprocessespolicies5 provide hr input into crossfunctional company initiatives and processpolicy development implementation and application6 consults with managers on performance management including annual reviews warnings and performance improvement urlb23ad1cf3ed66a68b1c25a6e73a6fab7a2e63abc108bb9a8cddf1430a715ebe3 with management regarding termination decisions and ensures that all proper corrective action procedures are implemented where appropriate7 ensures consistency in the application and enforcement of policies and procedures and compliance with applicable employment laws and regulations8 leads and supports hr department projects and initiatives 9 provides relevant hr training to managers and employees10 presents material as part of the new hire orientation also serves as a facilitator for new leader onboarding11 supervises hris and lms functions and provides strategic guidance regarding hr systems implementation and maintenance minimum of 6 months corporate human resources experience2 previous experience in the pharmaceuticaldental or medical device industry is strongly preferred3 indepth experience with hr systems hris ats and lms strongly preferred 4 must possess a strong ability to cultivate a team atmosphere throughout the organization minimum of 3 years of experience effectively managing and developing direct reports5 experience with all varieties of hr issues with both a strategic and a tactical handson approach6 able to effectively work with colleagues and provide expertise with hr issues at all levels of the organization7 able to operate independently understanding when to escalate issues8 must possess excellent verbal written and oral communication skills 9 strong crossfunctional interaction and collaboration with internal partners eg finance it and compliance etc all benefits fulltime director high school or equivalent human resources human resources,1,0,0.85
